source_country,target_country,shortest_path_length
Canada,Pakistan,13.104395604395604
Canada,China,13.444444444444445
Germany,Ukraine,13.525132275132275
Japan,Pakistan,13.571428571428571
Italy,Ireland,13.571428571428571
Iran,India,13.80952380952381
Ireland,Ukraine,13.942307692307693
Croatia,United Kingdom,14.090909090909092
Portugal,United Kingdom,14.090909090909092
Norway,Pakistan,14.103641456582633
United States,United States,14.285714285714286
Ireland,United Kingdom,14.285714285714286
Sweden,Denmark,14.285714285714286
New Zealand,India,14.285714285714286
Kenya,Kenya,14.285714285714286
Canada,France,14.285714285714286
Uruguay,Argentina,14.285714285714286
Serbia,Ukraine,14.583333333333334
Finland,Ukraine,14.583333333333334
Australia,Pakistan,14.642857142857142
Spain,Ireland,14.772727272727273
Mexico,India,14.835164835164836
Canada,Japan,15.0
Canada,Israel,15.0
Croatia,Ireland,15.0
Canada,Sweden,15.087719298245615
Brazil,Pakistan,15.173160173160174
Germany,India,15.259740259740262
Israel,Pakistan,15.267857142857142
Greece,Ukraine,15.340909090909092
Armenia,Ukraine,15.340909090909092
Canada,Ukraine,15.383333333333335
Yemen,India,15.476190476190478
Indonesia,India,15.476190476190478
Ireland,India,15.476190476190478
Canada,Poland,15.476190476190478
Sweden,United Kingdom,15.757575757575758
Canada,Singapore,16.025641025641026
Nepal,Pakistan,16.11111111111111
"Palestine, State of",India,16.150210084033613
United Kingdom,India,16.233766233766236
South Africa,India,16.233766233766236
Italy,Pakistan,16.30952380952381
Germany,United Kingdom,16.366041366041365
Australia,New Zealand,16.395173453996986
China,Pakistan,16.490683229813666
Japan,China,16.5
Japan,Ireland,16.558441558441558
Sweden,Ireland,16.666666666666668
Hong Kong,Hong Kong,16.666666666666668
Finland,Finland,16.666666666666668
Pakistan,Nepal,16.767676767676768
Iran,"Palestine, State of",16.99346405228758
Brazil,Ukraine,17.13235294117647
Sweden,India,17.142857142857142
Philippines,Pakistan,17.142857142857142
Germany,Ireland,17.275132275132275
Denmark,Ukraine,17.36111111111111
Poland,Ukraine,17.36111111111111
Serbia,United Kingdom,17.424242424242426
Germany,Germany,17.424242424242426
Finland,United Kingdom,17.424242424242426
Argentina,Pakistan,17.6984126984127
France,Pakistan,17.6984126984127
Malaysia,Pakistan,17.6984126984127
United States,India,18.035714285714285
Japan,Canada,18.095238095238095
Japan,Ukraine,18.095238095238095
Armenia,United Kingdom,18.181818181818183
Greece,United Kingdom,18.181818181818183
India,Australia,18.285714285714285
Serbia,Ireland,18.333333333333336
Finland,Ireland,18.333333333333336
Canada,Indonesia,18.333333333333336
India,Canada,18.627450980392158
Norway,Canada,18.627450980392158
India,China,18.627450980392158
India,Ukraine,18.627450980392158
Norway,China,18.627450980392158
Ukraine,India,18.797868797868798
Iran,Pakistan,18.80952380952381
Belgium,Ireland,18.93939393939394
Uruguay,Ireland,18.93939393939394
Brazil,Ireland,18.93939393939394
Greece,Ireland,19.090909090909093
Romania,India,19.090909090909093
Armenia,Ireland,19.090909090909093
Australia,Canada,19.166666666666668
Australia,China,19.166666666666668
Australia,Ukraine,19.166666666666668
New Zealand,Pakistan,19.285714285714285
Canada,Belgium,19.444444444444443
Canada,Philippines,19.444444444444443
Israel,Israel,19.457013574660635
United States,United Kingdom,19.479890264773985
Romania,France,19.523809523809526
Singapore,India,19.642857142857142
Brazil,China,19.6969696969697
Brazil,Canada,19.6969696969697
Japan,United Kingdom,19.764189299073017
Norway,France,19.791666666666668
Israel,Ukraine,19.791666666666668
Israel,China,19.791666666666668
Israel,Canada,19.791666666666668
Sweden,Canada,19.821162444113266
Mexico,Pakistan,19.835164835164836
United States,Canada,19.95644382939465
Brazil,United Kingdom,19.973262032085564
Austria,Austria,20.0
Finland,Sweden,20.0
Serbia,Poland,20.0
Brazil,Argentina,20.0
Norway,Poland,20.0
Norway,Sweden,20.0
Bangladesh,India,20.0
Italy,Poland,20.0
Poland,United Kingdom,20.2020202020202
Denmark,United Kingdom,20.2020202020202
Italy,France,20.23809523809524
Germany,Pakistan,20.259740259740262
Canada,Nepal,20.326617826617827
Indonesia,Pakistan,20.476190476190478
Yemen,Pakistan,20.476190476190478
Ireland,Pakistan,20.476190476190478
United States,Ireland,20.642680962448406
Japan,Nepal,20.793650793650794
Italy,Canada,20.833333333333336
Italy,China,20.833333333333336
Canada,"Palestine, State of",20.88235294117647
China,Ukraine,21.014492753623188
China,Canada,21.014492753623188
Sweden,Australia,21.110775389961102
Poland,Ireland,21.11111111111111
Denmark,Ireland,21.11111111111111
"Palestine, State of",Pakistan,21.150210084033613
South Africa,Pakistan,21.233766233766236
Portugal,India,21.233766233766236
Croatia,India,21.233766233766236
United Kingdom,Pakistan,21.233766233766236
United States,Australia,21.246056775242486
India,United Kingdom,21.279340814224533
Norway,Nepal,21.325863678804854
Japan,Israel,21.428571428571427
Russia,India,21.42857142857143
Belgium,India,21.42857142857143
Germany,Canada,21.44453906748989
Japan,Australia,21.53035580954152
Croatia,France,21.666666666666668
Philippines,Ukraine,21.666666666666668
Portugal,France,21.666666666666668
Philippines,China,21.666666666666668
Philippines,Canada,21.666666666666668
Australia,Nepal,21.865079365079364
Australia,United Kingdom,21.91242994731367
Norway,Israel,21.96078431372549
India,Israel,21.96078431372549
Ukraine,United Kingdom,22.02797202797203
Sweden,New Zealand,22.02797202797203
Norway,Australia,22.03775538670854
Sweden,Pakistan,22.142857142857142
United States,New Zealand,22.163253413253415
Sweden,China,22.181818181818183
Netherlands,Netherlands,22.22222222222222
Argentina,Canada,22.22222222222222
Argentina,China,22.22222222222222
France,Canada,22.22222222222222
Malaysia,China,22.22222222222222
Malaysia,Canada,22.22222222222222
France,China,22.22222222222222
Malaysia,Ukraine,22.22222222222222
Argentina,Ukraine,22.22222222222222
India,Ireland,22.272727272727273
United States,China,22.317099567099568
Brazil,Nepal,22.395382395382395
Norway,Germany,22.4390243902439
Japan,New Zealand,22.447552447552447
Israel,Nepal,22.490079365079364
Australia,Israel,22.5
Israel,United Kingdom,22.53742994731367
United Kingdom,France,22.54901960784314
Germany,Australia,22.734152013337727
France,Australia,22.85885968114884
Austria,Ukraine,22.916666666666668
Ukraine,Ireland,22.93706293706294
Norway,New Zealand,22.954952024719468
Brazil,Israel,23.03030303030303
United States,Pakistan,23.035714285714285
Australia,Ireland,23.07522064498809
Pakistan,Ukraine,23.172905525846705
Pakistan,China,23.172905525846705
Pakistan,Canada,23.172905525846705
Iran,Canada,23.333333333333336
Iran,China,23.333333333333336
Iran,Ukraine,23.333333333333336
Sweden,France,23.333333333333336
Italy,Nepal,23.531746031746035
Italy,Australia,23.55832783751355
India,New Zealand,23.607843137254903
Germany,New Zealand,23.651348651348655
Israel,Ireland,23.70022064498809
China,Nepal,23.712905452035887
Sweden,Japan,23.737373737373737
Sweden,United States,23.752109959006514
China,United Kingdom,23.76025603427019
Ukraine,Pakistan,23.797868797868798
Germany,China,23.80519480519481
United States,Ukraine,23.80952380952381
Netherlands,India,23.80952380952381
New Zealand,Ukraine,23.80952380952381
New Zealand,China,23.80952380952381
New Zealand,Canada,23.80952380952381
United States,Japan,23.872655122655125
Germany,France,23.941798941798943
Romania,Pakistan,24.090909090909093
Sweden,Germany,24.09936646800885
Ukraine,Canada,24.14646676941759
Italy,Israel,24.166666666666668
Japan,United States,24.17169037858693
Philippines,United Kingdom,24.196007480891204
Brazil,Australia,24.2088994880852
United States,Germany,24.234647853290234
Israel,Australia,24.30359645778217
China,Israel,24.347826086956523
Mexico,Ukraine,24.35897435897436
Mexico,Canada,24.35897435897436
Ireland,France,24.35897435897436
Mexico,China,24.35897435897436
Philippines,Nepal,24.365079365079364
Canada,Denmark,24.3734335839599
Canada,Thailand,24.3734335839599
Italy,New Zealand,24.475524475524477
India,United States,24.512820512820515
Japan,Germany,24.518946887589266
Serbia,India,24.567099567099568
Finland,India,24.567099567099568
France,New Zealand,24.59521687462864
Singapore,Pakistan,24.642857142857142
Norway,Japan,24.66435373412118
Norway,United States,24.679089955753952
India,Germany,24.86007702182285
France,Nepal,24.92063492063492
Argentina,Nepal,24.92063492063492
Malaysia,Nepal,24.92063492063492
China,Ireland,24.92304673194461
Argentina,United Kingdom,24.967985502869222
Malaysia,United Kingdom,24.967985502869222
United States,Sweden,24.983766233766236
Austria,Germany,25.0
Indonesia,Canada,25.0
Indonesia,Australia,25.0
Japan,Philippines,25.0
Indonesia,China,25.0
Indonesia,Singapore,25.0
Yemen,Canada,25.0
Yemen,China,25.0
Chile,Argentina,25.0
Yemen,Ukraine,25.0
Indonesia,Ukraine,25.0
Ireland,China,25.0
Bangladesh,Pakistan,25.0
Indonesia,Malaysia,25.0
Finland,France,25.0
Singapore,Malaysia,25.0
Philippines,Israel,25.0
Denmark,Norway,25.0
Serbia,France,25.0
Canada,Iran,25.0
Argentina,Poland,25.0
Ireland,Canada,25.0
Greece,Greece,25.0
Canada,Austria,25.060981330331177
Pakistan,Australia,25.08116883116883
Brazil,New Zealand,25.12609612609613
Israel,New Zealand,25.2207930957931
Japan,Sweden,25.268065268065268
Greece,India,25.324675324675326
Sweden,Poland,25.324675324675326
Armenia,India,25.324675324675326
Philippines,Ireland,25.358798178565625
Germany,Japan,25.360750360750366
Germany,United States,25.37548658238314
Ukraine,Australia,25.436079715265425
United States,Poland,25.45995670995671
France,United States,25.50019425019425
Philippines,Australia,25.51037483266399
China,Australia,25.52642254473869
Argentina,Israel,25.555555555555557
Malaysia,Israel,25.555555555555557
France,Israel,25.555555555555557
India,Japan,25.672105672105673
"Palestine, State of",Canada,25.67401960784314
"Palestine, State of",Ukraine,25.67401960784314
"Palestine, State of",China,25.67401960784314
Japan,Poland,25.744255744255742
Austria,United Kingdom,25.757575757575758
South Africa,Canada,25.757575757575758
Greece,France,25.757575757575758
South Africa,China,25.757575757575758
Armenia,France,25.757575757575758
South Africa,Ukraine,25.757575757575758
United Kingdom,China,25.757575757575758
Pakistan,United Kingdom,25.82479535967908
France,Germany,25.847450759196587
Sweden,Israel,25.874125874125877
United States,Israel,26.00940725940726
Iran,Nepal,26.031746031746035
Iran,United Kingdom,26.079096613980333
Canada,Netherlands,26.111111111111114
Argentina,Ireland,26.130776200543643
Malaysia,Ireland,26.130776200543643
Italy,Japan,26.184926184926184
Italy,United States,26.19966240655896
Portugal,Pakistan,26.233766233766236
Croatia,Pakistan,26.233766233766236
Belgium,Ukraine,26.25
Russia,Ukraine,26.25
Latvia,Ukraine,26.25
Australia,Japan,26.30519480519481
Australia,United States,26.319931026827582
Ukraine,New Zealand,26.353276353276353
Russia,Pakistan,26.42857142857143
Belgium,Pakistan,26.42857142857143
China,New Zealand,26.443619182749618
Germany,Sweden,26.471861471861477
Pakistan,Israel,26.506238859180037
Ukraine,China,26.507122507122507
New Zealand,Nepal,26.50793650793651
Italy,Germany,26.546918915561296
New Zealand,United Kingdom,26.555287090170808
Austria,Canada,26.666666666666668
Austria,Ireland,26.666666666666668
Australia,Germany,26.667187535829918
Malaysia,Australia,26.734152013337724
Argentina,Australia,26.734152013337724
India,Sweden,26.783216783216783
Pakistan,Ireland,26.81818181818182
Brazil,Japan,26.83549783549784
Brazil,United States,26.850234057130614
Philippines,New Zealand,26.879370629370634
Israel,Japan,26.93019480519481
Israel,United States,26.944931026827582
Germany,Poland,26.94805194805195
Uruguay,India,26.984126984126984
Mexico,Nepal,27.057387057387057
Mexico,United Kingdom,27.104737639621362
New Zealand,Israel,27.142857142857142
Brazil,Germany,27.19749056613295
Iran,Ireland,27.241887311654754
India,Poland,27.259407259407258
Chile,Ireland,27.272727272727273
Israel,Germany,27.292187535829918
Italy,Sweden,27.296037296037298
Japan,"Palestine, State of",27.310924369747898
Denmark,India,27.344877344877343
Poland,India,27.344877344877343
Australia,Sweden,27.41630591630592
Germany,Nepal,27.481962481962487
Germany,Israel,27.497502497502502
Romania,Canada,27.513470136420956
Brazil,France,27.54901960784314
Sweden,Singapore,27.59826380516036
Malaysia,New Zealand,27.651348651348652
Argentina,New Zealand,27.651348651348652
Chile,India,27.655677655677657
Austria,Australia,27.658450704225352
Mexico,Israel,27.692307692307693
Indonesia,Nepal,27.6984126984127
Yemen,Nepal,27.6984126984127
Ireland,Nepal,27.6984126984127
New Zealand,Ireland,27.71807778784523
United States,Singapore,27.733545190441745
Indonesia,United Kingdom,27.745763280647004
Yemen,United Kingdom,27.745763280647004
Togo,India,27.754152823920265
Poland,France,27.77777777777778
Denmark,France,27.77777777777778
Norway,"Palestine, State of",27.84313725490196
India,"Palestine, State of",27.84313725490196
Iran,Australia,27.845263124448834
Romania,Sweden,27.857142857142858
Canada,Mexico,27.857142857142858
Australia,Poland,27.892496392496394
France,Romania,27.941176470588236
France,Sweden,27.941176470588236
Brazil,Sweden,27.94660894660895
Japan,Singapore,28.017844224740777
Israel,Sweden,28.04130591630592
Ukraine,Japan,28.06267806267806
Ukraine,United States,28.077414284310837
Norway,Romania,28.125
Philippines,United States,28.151709401709404
China,Japan,28.153020892151325
Austria,India,28.163265306122447
China,United States,28.167757113784102
Sweden,Philippines,28.181818181818183
Sweden,Belgium,28.181818181818183
Mexico,Ireland,28.267528337295783
United States,Philippines,28.317099567099568
United States,Belgium,28.317099567099568
France,Japan,28.320707070707073
Canada,Hong Kong,28.333333333333336
Canada,Togo,28.333333333333336
Indonesia,Israel,28.333333333333336
Romania,Australia,28.333333333333336
Ireland,Israel,28.333333333333336
Yemen,Israel,28.333333333333336
Canada,Finland,28.333333333333336
India,Singapore,28.35897435897436
"Palestine, State of",Nepal,28.372432306255835
Australia,"Palestine, State of",28.38235294117647
"Palestine, State of",United Kingdom,28.41978288849014
Brazil,Poland,28.422799422799425
Ukraine,Germany,28.424670793313172
United Kingdom,Nepal,28.455988455988457
South Africa,Nepal,28.455988455988457
Philippines,Germany,28.49896591071174
South Africa,United Kingdom,28.503339038222762
Pakistan,New Zealand,28.50815850815851
China,Germany,28.515013622786437
Israel,Poland,28.517496392496394
Norway,Singapore,28.5252438019078
Italy,Romania,28.571428571428573
Philippines,Japan,28.588772338772344
Japan,Belgium,28.6013986013986
Romania,China,28.61471861471862
Iran,New Zealand,28.762459762459763
France,Poland,28.796897546897547
Ireland,Australia,28.80308308226879
Netherlands,Pakistan,28.80952380952381
Mexico,Australia,28.870904150089864
Indonesia,Ireland,28.908553978321425
Yemen,Ireland,28.908553978321425
Brazil,"Palestine, State of",28.912655971479502
Mongolia,Ukraine,28.9527027027027
Russia,United Kingdom,29.090909090909093
Latvia,United Kingdom,29.090909090909093
Belgium,United Kingdom,29.090909090909093
South Africa,Israel,29.090909090909093
United Kingdom,Israel,29.090909090909093
Norway,Belgium,29.10879817856562
Norway,Philippines,29.10879817856562
Singapore,Canada,29.166666666666668
Singapore,China,29.166666666666668
Singapore,Ukraine,29.166666666666668
Ukraine,Sweden,29.173789173789174
Germany,Singapore,29.221640428536986
China,Sweden,29.26413200326244
France,Singapore,29.3463480963481
Argentina,Japan,29.36075036075036
Malaysia,Japan,29.36075036075036
Sweden,Nepal,29.365079365079364
Argentina,United States,29.375486582383136
Malaysia,United States,29.375486582383136
Canada,Romania,29.444444444444443
Yemen,Australia,29.511929791115506
Serbia,Pakistan,29.567099567099568
Finland,Pakistan,29.567099567099568
"Palestine, State of",Ireland,29.58257358616456
Ukraine,France,29.603729603729604
Lebanon,India,29.642857142857142
Ukraine,Poland,29.64997964997965
South Africa,Ireland,29.666129735897183
Philippines,Sweden,29.699883449883455
Ireland,New Zealand,29.72027972027972
Romania,New Zealand,29.72027972027972
Malaysia,Germany,29.72274309138547
Argentina,Germany,29.72274309138547
Nepal,Ukraine,29.73856209150327
Nepal,China,29.73856209150327
Nepal,Canada,29.73856209150327
China,Poland,29.740322479452914
Mexico,New Zealand,29.78810078810079
Germany,Belgium,29.80519480519481
Germany,Philippines,29.80519480519481
Sweden,Indonesia,29.905956112852667
Croatia,Romania,30.0
Croatia,Sweden,30.0
Latvia,Ireland,30.0
Portugal,Romania,30.0
Portugal,Sweden,30.0
Iceland,Sweden,30.0
Russia,Ireland,30.0
United States,Indonesia,30.041237498134052
Italy,Singapore,30.045816252712807
Italy,"Palestine, State of",30.04901960784314
Canada,Russia,30.087719298245617
India,Belgium,30.116550116550115
India,Philippines,30.116550116550115
Australia,Singapore,30.16608487298143
Philippines,Poland,30.17607392607393
"Palestine, State of",Australia,30.18594939895864
Ukraine,Israel,30.1994301994302
Pakistan,Japan,30.21756021756022
China,"Palestine, State of",30.230179028132994
Pakistan,United States,30.232296439192993
United States,Nepal,30.25793650793651
South Africa,Australia,30.269505548691264
United Kingdom,Australia,30.269505548691264
Armenia,Pakistan,30.324675324675326
Greece,Pakistan,30.324675324675326
Japan,Indonesia,30.325536532433084
Japan,Mexico,30.42857142857143
Indonesia,New Zealand,30.429126429126434
Yemen,New Zealand,30.429126429126434
Iran,Japan,30.471861471861473
Malaysia,Sweden,30.471861471861473
Argentina,Sweden,30.471861471861473
Iran,United States,30.486597693494247
Croatia,Canada,30.55505996629993
Portugal,Canada,30.55505996629993
Pakistan,Germany,30.579552948195328
Italy,Philippines,30.62937062937063
Italy,Belgium,30.62937062937063
India,Indonesia,30.666666666666668
Brazil,Singapore,30.69638790328446
Australia,Philippines,30.74963924963925
Australia,Belgium,30.74963924963925
Croatia,China,30.757575757575758
Portugal,China,30.757575757575758
Israel,Singapore,30.79108487298143
Norway,Indonesia,30.832936109600105
Iran,Germany,30.833854202496582
United Kingdom,Sweden,30.88235294117647
United Kingdom,Romania,30.88235294117647
Philippines,"Palestine, State of",30.88235294117647
United States,France,30.886532553955426
Portugal,Australia,30.91242161628972
Croatia,Australia,30.91242161628972
Denmark,Canada,30.932273555224377
Malaysia,Poland,30.948051948051948
New Zealand,Japan,30.948051948051948
Russia,Canada,30.952380952380956
Russia,China,30.952380952380956
Belgium,Canada,30.952380952380956
Belgium,China,30.952380952380956
India,Mexico,30.96078431372549
Norway,Mexico,30.96078431372549
New Zealand,United States,30.96278816968472
Ukraine,Nepal,31.02009102009102
"Palestine, State of",New Zealand,31.10314603696957
Croatia,Poland,31.11111111111111
Japan,France,31.170831588254458
United Kingdom,New Zealand,31.186702186702192
South Africa,New Zealand,31.186702186702192
Spain,Ukraine,31.25
Hungary,Ukraine,31.25
Brazil,Belgium,31.279942279942283
Brazil,Philippines,31.279942279942283
New Zealand,Germany,31.310044678687056
Romania,Nepal,31.31313131313132
Pakistan,Sweden,31.32867132867133
Israel,Philippines,31.37463924963925
Israel,Belgium,31.37463924963925
Romania,United States,31.410899042477993
Romania,Japan,31.42968142968143
Ireland,Japan,31.42968142968143
Malaysia,"Palestine, State of",31.437908496732028
Argentina,"Palestine, State of",31.437908496732028
France,"Palestine, State of",31.437908496732028
Ireland,United States,31.444417651314204
Mexico,Japan,31.497502497502502
Australia,Mexico,31.5
India,France,31.51196172248804
Mexico,United States,31.512238719135276
Germany,Indonesia,31.529332736229293
Iran,Sweden,31.582972582972584
Nepal,Australia,31.6468253968254
France,Indonesia,31.654040404040405
Sweden,Romania,31.666666666666668
Austria,New Zealand,31.7552790346908
Sweden,"Palestine, State of",31.756478815302348
Romania,Germany,31.75815555148033
Ireland,Germany,31.79167416031654
Mongolia,United Kingdom,31.793611793611795
Pakistan,Poland,31.804861804861805
Mexico,Germany,31.85949522813761
Singapore,Nepal,31.865079365079364
United States,"Palestine, State of",31.891760200583732
Singapore,United Kingdom,31.91242994731367
Ukraine,Singapore,31.923568130464684
Romania,Israel,31.948051948051948
Uruguay,Pakistan,31.984126984126984
Philippines,Singapore,31.99786324786325
China,Singapore,32.013910959937945
Brazil,Mexico,32.03030303030303
New Zealand,Sweden,32.059163059163055
Iran,Poland,32.05916305916306
Israel,Mexico,32.125
Indonesia,Japan,32.138528138528144
Yemen,Japan,32.138528138528144
Indonesia,United States,32.15326436016092
Yemen,United States,32.15326436016092
Denmark,Australia,32.22188650107221
Bangladesh,Nepal,32.22222222222222
Germany,Romania,32.27513227513228
Austria,China,32.333333333333336
Denmark,Pakistan,32.34487734487735
Poland,Pakistan,32.34487734487735
Italy,Indonesia,32.35350856040512
Pakistan,"Palestine, State of",32.38859180035651
Nepal,United Kingdom,32.39045192533565
Australia,Indonesia,32.473777180673736
Lebanon,Israel,32.5
Portugal,Argentina,32.5
Spain,India,32.5
Singapore,Israel,32.5
Indonesia,Germany,32.50052086916325
Yemen,Germany,32.50052086916325
Ukraine,Belgium,32.5071225071225
Ukraine,Philippines,32.5071225071225
New Zealand,Poland,32.535353535353536
Ireland,Sweden,32.54079254079254
China,Philippines,32.597465336595775
China,Belgium,32.597465336595775
Mexico,Sweden,32.60861360861361
Portugal,New Zealand,32.648778809769524
Croatia,New Zealand,32.648778809769524
Chile,Pakistan,32.65567765567766
Austria,United States,32.66025641025641
Ireland,Romania,32.69230769230769
Mongolia,Ireland,32.7027027027027
Togo,Pakistan,32.754152823920265
France,Belgium,32.765151515151516
France,Philippines,32.765151515151516
"Palestine, State of",Japan,32.81254774637128
"Palestine, State of",United States,32.82728396800405
South Africa,Japan,32.8961038961039
United Kingdom,Japan,32.8961038961039
South Africa,United States,32.910840117736676
United Kingdom,United States,32.910840117736676
Brazil,Indonesia,33.00408021097677
Ireland,Poland,33.01698301698302
Romania,Poland,33.01698301698302
New Zealand,"Palestine, State of",33.02521008403362
Philippines,Belgium,33.03321678321679
Nepal,Israel,33.0718954248366
Singapore,Ireland,33.075220644988086
Mexico,Poland,33.08480408480409
Israel,Indonesia,33.098777180673736
Denmark,New Zealand,33.13908313908314
Austria,Pakistan,33.16326530612245
Italy,Mexico,33.16666666666667
"Palestine, State of",Germany,33.17454047700639
Argentina,Singapore,33.22164042853698
Malaysia,Singapore,33.22164042853698
Yemen,Sweden,33.24963924963925
Indonesia,Sweden,33.24963924963925
South Africa,Germany,33.25809662673901
United Kingdom,Germany,33.25809662673901
Denmark,China,33.292929292929294
Australia,France,33.31907223649511
Slovenia,Slovenia,33.333333333333336
Romania,Hungary,33.333333333333336
Serbia,Romania,33.333333333333336
Serbia,Sweden,33.333333333333336
Haiti,Dominica,33.333333333333336
Austria,France,33.333333333333336
China,Hong Kong,33.333333333333336
Viet Nam,China,33.333333333333336
Slovenia,Croatia,33.333333333333336
Azerbaijan,Armenia,33.333333333333336
Finland,Romania,33.333333333333336
Norway,Norway,33.333333333333336
Israel,Iran,33.333333333333336
India,Bangladesh,33.333333333333336
Netherlands,China,33.333333333333336
Netherlands,Canada,33.333333333333336
Netherlands,Ukraine,33.333333333333336
China,Mexico,33.34782608695652
Germany,"Palestine, State of",33.37985543867897
Nepal,Ireland,33.38383838383838
Croatia,Nepal,33.455988455988454
Portugal,Nepal,33.455988455988454
Croatia,United States,33.55375618533513
Portugal,United States,33.55375618533513
Mexico,"Palestine, State of",33.574660633484164
Belgium,Nepal,33.65079365079365
Russia,Nepal,33.65079365079365
Singapore,Australia,33.67859645778217
Togo,United Kingdom,33.69814423302795
Yemen,Poland,33.72582972582973
Indonesia,Poland,33.72582972582973
Argentina,Philippines,33.8051948051948
Malaysia,Philippines,33.8051948051948
Argentina,Belgium,33.8051948051948
Malaysia,Belgium,33.8051948051948
Liberia,India,33.80952380952381
Serbia,Canada,33.888393299633265
Finland,Canada,33.888393299633265
Austria,Japan,33.88888888888889
Portugal,Germany,33.90101269433747
Croatia,Germany,33.90101269433747
"Palestine, State of",Sweden,33.92365885748239
Israel,France,33.94407223649511
Russia,Australia,33.99788827707399
Philippines,Mexico,34.0
South Africa,Sweden,34.00721500721501
Pakistan,Singapore,34.07845028534684
Portugal,Israel,34.09090909090909
Greece,Romania,34.09090909090909
Spain,United Kingdom,34.09090909090909
Sweden,Mexico,34.09090909090909
Croatia,Israel,34.09090909090909
Greece,Sweden,34.09090909090909
Hungary,United Kingdom,34.09090909090909
Armenia,Sweden,34.09090909090909
Armenia,Romania,34.09090909090909
Finland,China,34.09090909090909
Serbia,China,34.09090909090909
Togo,Canada,34.17469779764862
Indonesia,"Palestine, State of",34.21568627450981
Yemen,"Palestine, State of",34.21568627450981
Canada,Spain,34.21568627450981
Ireland,"Palestine, State of",34.21568627450981
United States,Mexico,34.226190476190474
Ukraine,Indonesia,34.231260438156994
Finland,Australia,34.245754949623056
Serbia,Australia,34.245754949623056
Russia,Israel,34.285714285714285
Finland,Denmark,34.285714285714285
Norway,Denmark,34.285714285714285
Mongolia,India,34.285714285714285
Norway,Thailand,34.285714285714285
Belgium,Israel,34.285714285714285
Philippines,Indonesia,34.30555555555556
China,Indonesia,34.32160326763025
Iran,Singapore,34.33275153964809
"Palestine, State of",Poland,34.39984933367287
Mongolia,Canada,34.44394885518882
Canada,Portugal,34.44444444444444
Canada,Italy,34.44444444444444
Canada,Argentina,34.44444444444444
United Kingdom,Poland,34.48340548340549
South Africa,Poland,34.48340548340549
France,Mexico,34.55555555555556
Argentina,Mexico,34.55555555555556
Malaysia,Mexico,34.55555555555556
Singapore,New Zealand,34.5957930957931
Chile,United Kingdom,34.61267414755787
Lebanon,Pakistan,34.64285714285714
Greece,Canada,34.64596905720902
Armenia,Canada,34.64596905720902
Pakistan,Belgium,34.66200466200466
Pakistan,Philippines,34.66200466200466
Mongolia,Australia,34.80131050517861
New Zealand,Singapore,34.80894201583857
Armenia,China,34.84848484848485
Sweden,Netherlands,34.84848484848485
Denmark,Japan,34.84848484848485
Greece,China,34.84848484848485
Togo,Ireland,34.86093493070237
Denmark,United States,34.863221070117625
Russia,New Zealand,34.91508491508492
Iran,Belgium,34.916305916305916
Iran,Philippines,34.916305916305916
